hero_id,hero_name,pos1_prob,pos2_prob,pos3_prob,pos4_prob,pos5_prob,core_prob,support_prob,flex_score,total_role_games,role_source
51,Clockwerk,0.0014367816091954023,0.0014367816091954023,0.0014367816091954023,0.4396551724137931,0.5560344827586207,0.004310344827586207,0.9956896551724137,0.44396551724137934,691,data_inferred
52,Leshrac,0.027450980392156862,0.8607843137254902,0.00196078431372549,0.09215686274509804,0.01764705882352941,0.8901960784313726,0.10980392156862745,0.13921568627450975,505,data_inferred
53,Nature's Prophet,0.484375,0.3015625,0.0078125,0.128125,0.078125,0.79375,0.20625,0.515625,635,data_inferred
54,Lifestealer,0.9890710382513661,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.994535519125683,0.00546448087431694,0.010928961748633892,361,data_inferred
55,Dark Seer,0.001941747572815534,0.007766990291262136,0.9864077669902913,0.001941747572815534,0.001941747572815534,0.996116504854369,0.003883495145631068,0.013592233009708687,510,data_inferred
56,Clinkz,0.9461883408071748,0.013452914798206279,0.004484304932735426,0.03139013452914798,0.004484304932735426,0.9641255605381166,0.03587443946188341,0.053811659192825156,218,data_inferred
57,Omniknight,0.2890625,0.015625,0.2421875,0.015625,0.4375,0.546875,0.453125,0.5625,123,data_inferred
58,Enchantress,0.0015151515151515152,0.0015151515151515152,0.0015151515151515152,0.2409090909090909,0.7545454545454545,0.004545454545454545,0.9954545454545454,0.24545454545454548,655,data_inferred
59,Huskar,0.1383399209486166,0.7944664031620553,0.039525691699604744,0.011857707509881422,0.015810276679841896,0.9723320158102766,0.02766798418972332,0.2055335968379447,248,data_inferred
60,Night Stalker,0.03167420814479638,0.01809954751131222,0.6877828054298643,0.22624434389140272,0.03619909502262444,0.7375565610859729,0.26244343891402716,0.31221719457013575,216,data_inferred
61,Broodmother,0.543010752688172,0.05913978494623656,0.3870967741935484,0.005376344086021506,0.005376344086021506,0.9892473118279569,0.010752688172043012,0.456989247311828,181,data_inferred
62,Bounty Hunter,0.003367003367003367,0.020202020202020204,0.010101010101010102,0.7946127946127947,0.1717171717171717,0.03367003367003367,0.9663299663299664,0.20538720538720534,292,data_inferred
63,Weaver,0.6919315403422983,0.004889975550122249,0.012224938875305624,0.22493887530562348,0.06601466992665037,0.7090464547677262,0.29095354523227385,0.3080684596577017,404,data_inferred
64,Jakiro,0.0007052186177715092,0.0014104372355430183,0.0028208744710860366,0.2143864598025388,0.7806770098730607,0.004936530324400564,0.9950634696755994,0.21932299012693934,1413,data_inferred
65,Batrider,0.006802721088435374,0.07482993197278912,0.1554907677356657,0.5947521865889213,0.16812439261418854,0.2371234207968902,0.7628765792031098,0.40524781341107874,1024,data_inferred
66,Chen,0.0016891891891891893,0.0016891891891891893,0.005067567567567568,0.1891891891891892,0.8023648648648649,0.008445945945945946,0.9915540540540542,0.1976351351351351,587,data_inferred
67,Spectre,0.9402985074626866,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.9701492537313434,0.029850746268656716,0.05970149253731338,62,data_inferred
68,Ancient Apparition,0.0028735632183908046,0.008620689655172414,0.0028735632183908046,0.1724137931034483,0.8132183908045977,0.014367816091954023,0.985632183908046,0.18678160919540232,343,data_inferred
69,Doom,0.2608695652173913,0.008695652173913044,0.7115942028985507,0.014492753623188406,0.004347826086956522,0.981159420289855,0.01884057971014493,0.2884057971014493,685,data_inferred
70,Ursa,0.9858757062146892,0.002824858757062147,0.00847457627118644,0.0014124293785310734,0.0014124293785310734,0.9971751412429378,0.002824858757062147,0.01412429378531077,703,data_inferred
71,Spirit Breaker,0.0051813471502590676,0.0051813471502590676,0.010362694300518135,0.8549222797927462,0.12435233160621761,0.02072538860103627,0.9792746113989638,0.14507772020725385,188,data_inferred
