match_id,side,team_id,account_id,hero_id,hero_name,inferred_position,last_hits,net_worth,gold_per_min,xp_per_min,obs_placed,sen_placed,camps_stacked,rune_pickups,hero_damage,tower_damage,stuns,carry_item_score,offlane_item_score,support_item_score,lane_safe,lane_mid,lane_off,lane,lane_role,lane_bucket,lane_safe,lane_mid,lane_off,is_roaming,carry_item_score,offlane_item_score,support_item_score
8744971178,dire,8291895.0,331855530,73,Alchemist,pos1,537,32466,820,912,1.0,0.0,12.0,7.0,29060,6370,62.233532,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,3.0,1.0,safe,1.0,0.0,0.0,False,1.0,1.0,0.6666666666666666
8744971178,dire,8291895.0,93618577,52,Leshrac,pos2,627,32797,758,1123,1.0,1.0,5.0,20.0,68076,9992,47.799065,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,False,0.0,1.0,0.0
8744971178,dire,8291895.0,86698277,98,Timbersaw,pos3,561,37439,757,1105,0.0,0.0,5.0,1.0,29101,2814,15.166632,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.0
8744971178,dire,8291895.0,346412363,27,Shadow Shaman,pos4,107,17141,360,481,7.0,11.0,4.0,3.0,13759,5481,99.36802,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,off,0.0,0.0,1.0,True,0.0,1.0,1.0
8744971178,dire,8291895.0,136829091,40,Venomancer,pos5,140,14303,396,524,16.0,36.0,2.0,3.0,40884,165,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,True,0.0,0.0,1.0
8744971178,radiant,9467224.0,124801257,72,Gyrocopter,pos1,743,44821,864,1010,0.0,0.0,2.0,1.0,67646,16641,41.99934,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,safe,1.0,0.0,0.0,False,1.0,1.0,0.0
8744971178,radiant,9467224.0,301750126,17,Storm Spirit,pos2,532,34628,691,1097,1.0,0.0,4.0,13.0,38648,4096,45.933266,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,False,0.0,0.6666666666666666,0.0
8744971178,radiant,9467224.0,126842529,129,Mars,pos3,365,23817,552,746,0.0,0.0,2.0,1.0,18512,601,72.100174,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,3.0,3.0,off,0.0,0.0,1.0,False,0.0,1.0,0.6666666666666666
8744971178,radiant,9467224.0,256156323,123,Hoodwink,pos4,116,14093,348,636,9.0,14.0,6.0,4.0,18549,117,42.899185,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,mid,0.0,1.0,0.0,True,0.0,0.0,1.0
8744971178,radiant,9467224.0,320219866,110,Phoenix,pos5,140,15896,436,730,16.0,35.0,6.0,4.0,27139,873,35.5,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,1.0,safe,1.0,0.0,0.0,False,0.0,0.0,0.6666666666666666
