hero_id,hero_name,pos1_count,pos2_count,pos3_count,pos4_count,pos5_count,total_role_games,pos1_prob,pos2_prob,pos3_prob,pos4_prob,pos5_prob,core_prob,support_prob,flex_score,role_source
16,Sand King,0,448,278,0,0,726,0.0013679890560875513,0.6142270861833106,0.3816689466484268,0.0013679890560875513,0.0013679890560875513,0.997264021887825,0.0027359781121751026,0.38577291381668943,data_inferred
17,Storm Spirit,13,1102,0,0,0,1115,0.0125,0.9848214285714286,0.0008928571428571428,0.0008928571428571428,0.0008928571428571428,0.9982142857142857,0.0017857142857142857,0.015178571428571375,data_inferred
18,Sven,410,0,4,7,38,459,0.8857758620689655,0.0021551724137931034,0.010775862068965518,0.017241379310344827,0.08405172413793104,0.8987068965517242,0.10129310344827586,0.11422413793103448,data_inferred
19,Tiny,295,599,27,390,29,1340,0.2200743494423792,0.44609665427509293,0.020817843866171002,0.29070631970260224,0.022304832713754646,0.6869888475836432,0.3130111524163569,0.5539033457249071,data_inferred
20,Vengeful Spirit,3,4,22,6,13,48,0.07547169811320754,0.09433962264150944,0.4339622641509434,0.1320754716981132,0.2641509433962264,0.6037735849056605,0.39622641509433965,0.5660377358490566,data_inferred
21,Windranger,272,39,3,280,31,625,0.43333333333333335,0.06349206349206349,0.006349206349206349,0.44603174603174606,0.050793650793650794,0.5031746031746032,0.49682539682539684,0.553968253968254,data_inferred
22,Zeus,6,38,0,48,43,135,0.05,0.2785714285714286,0.007142857142857143,0.35,0.3142857142857143,0.3357142857142857,0.6642857142857143,0.65,data_inferred
23,Kunkka,52,167,156,0,0,375,0.1394736842105263,0.4421052631578947,0.4131578947368421,0.002631578947368421,0.002631578947368421,0.9947368421052631,0.005263157894736842,0.5578947368421052,data_inferred
25,Lina,76,175,0,5,0,256,0.2950191570881226,0.6743295019157088,0.0038314176245210726,0.022988505747126436,0.0038314176245210726,0.9731800766283525,0.02681992337164751,0.32567049808429116,data_inferred
26,Lion,1,0,0,328,88,417,0.004739336492890996,0.002369668246445498,0.002369668246445498,0.7796208530805687,0.2109004739336493,0.009478672985781991,0.990521327014218,0.22037914691943128,data_inferred
27,Shadow Shaman,0,0,0,651,174,825,0.0012048192771084338,0.0012048192771084338,0.0012048192771084338,0.7855421686746988,0.21084337349397592,0.0036144578313253017,0.9963855421686747,0.21445783132530116,data_inferred
28,Slardar,4,199,423,3,0,629,0.007886435331230283,0.31545741324921134,0.668769716088328,0.006309148264984227,0.0015772870662460567,0.9921135646687697,0.007886435331230283,0.331230283911672,data_inferred
29,Tidehunter,20,5,617,1,1,644,0.032357473035439135,0.009244992295839754,0.9522342064714946,0.0030816640986132513,0.0030816640986132513,0.9938366718027735,0.0061633281972265025,0.04776579352850541,data_inferred
30,Witch Doctor,1,0,0,10,63,74,0.02531645569620253,0.012658227848101266,0.012658227848101266,0.13924050632911392,0.810126582278481,0.05063291139240506,0.9493670886075949,0.189873417721519,data_inferred
31,Lich,0,0,0,13,229,242,0.004048582995951417,0.004048582995951417,0.004048582995951417,0.05668016194331984,0.9311740890688259,0.012145748987854251,0.9878542510121457,0.06882591093117407,data_inferred
32,Riki,4,27,0,85,27,143,0.033783783783783786,0.1891891891891892,0.006756756756756757,0.581081081081081,0.1891891891891892,0.22972972972972971,0.7702702702702702,0.41891891891891897,data_inferred
33,Enigma,0,10,336,12,9,367,0.002688172043010753,0.02956989247311828,0.9059139784946236,0.03494623655913978,0.026881720430107527,0.9381720430107526,0.06182795698924731,0.09408602150537637,data_inferred
34,Tinker,3,60,1,44,79,187,0.020833333333333332,0.3177083333333333,0.010416666666666666,0.234375,0.4166666666666667,0.3489583333333333,0.6510416666666667,0.5833333333333333,data_inferred
35,Sniper,5,225,0,20,4,254,0.023166023166023165,0.8725868725868726,0.003861003861003861,0.08108108108108109,0.019305019305019305,0.8996138996138996,0.1003861003861004,0.12741312741312738,data_inferred
36,Necrophos,10,16,19,0,0,45,0.22,0.34,0.4,0.02,0.02,0.9600000000000001,0.04,0.6,data_inferred
37,Warlock,0,0,0,164,861,1025,0.000970873786407767,0.000970873786407767,0.000970873786407767,0.16019417475728157,0.8368932038834952,0.002912621359223301,0.9970873786407768,0.1631067961165048,data_inferred
38,Beastmaster,103,304,692,0,0,1099,0.09420289855072464,0.276268115942029,0.6277173913043478,0.0009057971014492754,0.0009057971014492754,0.9981884057971014,0.0018115942028985507,0.3722826086956522,data_inferred
39,Queen of Pain,40,681,23,1,1,746,0.05459387483355526,0.9081225033288948,0.03195739014647137,0.002663115845539281,0.002663115845539281,0.9946737683089214,0.005326231691078562,0.09187749667110523,data_inferred
40,Venomancer,5,21,20,54,113,213,0.027522935779816515,0.10091743119266056,0.0963302752293578,0.25229357798165136,0.5229357798165137,0.22477064220183487,0.775229357798165,0.47706422018348627,data_inferred
41,Faceless Void,179,3,5,41,6,234,0.7531380753138075,0.016736401673640166,0.02510460251046025,0.17573221757322174,0.029288702928870293,0.7949790794979079,0.20502092050209203,0.2468619246861925,data_inferred
42,Wraith King,34,0,12,0,0,46,0.6862745098039216,0.0196078431372549,0.2549019607843137,0.0196078431372549,0.0196078431372549,0.9607843137254902,0.0392156862745098,0.3137254901960784,data_inferred
43,Death Prophet,1,95,57,4,14,171,0.011363636363636364,0.5454545454545454,0.32954545454545453,0.028409090909090908,0.08522727272727272,0.8863636363636362,0.11363636363636363,0.4545454545454546,data_inferred
44,Phantom Assassin,333,0,0,0,0,333,0.9881656804733728,0.0029585798816568047,0.0029585798816568047,0.0029585798816568047,0.0029585798816568047,0.9940828402366865,0.005917159763313609,0.011834319526627168,data_inferred
45,Pugna,2,0,0,157,480,639,0.004658385093167702,0.0015527950310559005,0.0015527950310559005,0.2453416149068323,0.7468944099378882,0.007763975155279502,0.9922360248447205,0.25310559006211175,data_inferred
46,Templar Assassin,615,72,0,1,0,688,0.8888888888888888,0.10533910533910534,0.001443001443001443,0.002886002886002886,0.001443001443001443,0.9956709956709956,0.004329004329004329,0.11111111111111116,data_inferred
47,Viper,16,215,69,1,0,301,0.05555555555555555,0.7058823529411765,0.22875816993464052,0.006535947712418301,0.0032679738562091504,0.9901960784313726,0.00980392156862745,0.2941176470588235,data_inferred
48,Luna,269,0,0,1,0,270,0.9818181818181818,0.0036363636363636364,0.0036363636363636364,0.007272727272727273,0.0036363636363636364,0.9890909090909091,0.01090909090909091,0.018181818181818188,data_inferred
49,Dragon Knight,543,455,28,0,0,1026,0.527643064985451,0.4422890397672163,0.028128031037827354,0.0009699321047526673,0.0009699321047526673,0.9980601357904946,0.0019398642095053346,0.472356935014549,data_inferred
50,Dazzle,1,23,61,15,251,351,0.0056179775280898875,0.06741573033707865,0.17415730337078653,0.0449438202247191,0.7078651685393258,0.24719101123595505,0.7528089887640449,0.2921348314606742,data_inferred
51,Clockwerk,0,0,0,305,386,691,0.0014367816091954023,0.0014367816091954023,0.0014367816091954023,0.4396551724137931,0.5560344827586207,0.004310344827586207,0.9956896551724137,0.44396551724137934,data_inferred
52,Leshrac,13,438,0,46,8,505,0.027450980392156862,0.8607843137254902,0.00196078431372549,0.09215686274509804,0.01764705882352941,0.8901960784313726,0.10980392156862745,0.13921568627450975,data_inferred
53,Nature's Prophet,309,192,4,81,49,635,0.484375,0.3015625,0.0078125,0.128125,0.078125,0.79375,0.20625,0.515625,data_inferred
54,Lifestealer,361,0,0,0,0,361,0.9890710382513661,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.00273224043715847,0.994535519125683,0.00546448087431694,0.010928961748633892,data_inferred
55,Dark Seer,0,3,507,0,0,510,0.001941747572815534,0.007766990291262136,0.9864077669902913,0.001941747572815534,0.001941747572815534,0.996116504854369,0.003883495145631068,0.013592233009708687,data_inferred
56,Clinkz,210,2,0,6,0,218,0.9461883408071748,0.013452914798206279,0.004484304932735426,0.03139013452914798,0.004484304932735426,0.9641255605381166,0.03587443946188341,0.053811659192825156,data_inferred
57,Omniknight,36,1,30,1,55,123,0.2890625,0.015625,0.2421875,0.015625,0.4375,0.546875,0.453125,0.5625,data_inferred
58,Enchantress,0,0,0,158,497,655,0.0015151515151515152,0.0015151515151515152,0.0015151515151515152,0.2409090909090909,0.7545454545454545,0.004545454545454545,0.9954545454545454,0.24545454545454548,data_inferred
59,Huskar,34,200,9,2,3,248,0.1383399209486166,0.7944664031620553,0.039525691699604744,0.011857707509881422,0.015810276679841896,0.9723320158102766,0.02766798418972332,0.2055335968379447,data_inferred
60,Night Stalker,6,3,151,49,7,216,0.03167420814479638,0.01809954751131222,0.6877828054298643,0.22624434389140272,0.03619909502262444,0.7375565610859729,0.26244343891402716,0.31221719457013575,data_inferred
61,Broodmother,100,10,71,0,0,181,0.543010752688172,0.05913978494623656,0.3870967741935484,0.005376344086021506,0.005376344086021506,0.9892473118279569,0.010752688172043012,0.456989247311828,data_inferred
62,Bounty Hunter,0,5,2,235,50,292,0.003367003367003367,0.020202020202020204,0.010101010101010102,0.7946127946127947,0.1717171717171717,0.03367003367003367,0.9663299663299664,0.20538720538720534,data_inferred
63,Weaver,282,1,4,91,26,404,0.6919315403422983,0.004889975550122249,0.012224938875305624,0.22493887530562348,0.06601466992665037,0.7090464547677262,0.29095354523227385,0.3080684596577017,data_inferred
64,Jakiro,0,1,3,303,1106,1413,0.0007052186177715092,0.0014104372355430183,0.0028208744710860366,0.2143864598025388,0.7806770098730607,0.004936530324400564,0.9950634696755994,0.21932299012693934,data_inferred
65,Batrider,6,76,159,611,172,1024,0.006802721088435374,0.07482993197278912,0.1554907677356657,0.5947521865889213,0.16812439261418854,0.2371234207968902,0.7628765792031098,0.40524781341107874,data_inferred
66,Chen,0,0,2,111,474,587,0.0016891891891891893,0.0016891891891891893,0.005067567567567568,0.1891891891891892,0.8023648648648649,0.008445945945945946,0.9915540540540542,0.1976351351351351,data_inferred
67,Spectre,62,0,0,0,0,62,0.9402985074626866,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.9701492537313434,0.029850746268656716,0.05970149253731338,data_inferred
68,Ancient Apparition,0,2,0,59,282,343,0.0028735632183908046,0.008620689655172414,0.0028735632183908046,0.1724137931034483,0.8132183908045977,0.014367816091954023,0.985632183908046,0.18678160919540232,data_inferred
69,Doom,179,5,490,9,2,685,0.2608695652173913,0.008695652173913044,0.7115942028985507,0.014492753623188406,0.004347826086956522,0.981159420289855,0.01884057971014493,0.2884057971014493,data_inferred
70,Ursa,697,1,5,0,0,703,0.9858757062146892,0.002824858757062147,0.00847457627118644,0.0014124293785310734,0.0014124293785310734,0.9971751412429378,0.002824858757062147,0.01412429378531077,data_inferred
71,Spirit Breaker,0,0,1,164,23,188,0.0051813471502590676,0.0051813471502590676,0.010362694300518135,0.8549222797927462,0.12435233160621761,0.02072538860103627,0.9792746113989638,0.14507772020725385,data_inferred
72,Gyrocopter,876,1,2,48,24,951,0.9173640167364017,0.0020920502092050207,0.0031380753138075313,0.051255230125523014,0.02615062761506276,0.9225941422594142,0.07740585774058578,0.08263598326359833,data_inferred
73,Alchemist,277,7,9,33,5,331,0.8273809523809523,0.023809523809523808,0.02976190476190476,0.10119047619047619,0.017857142857142856,0.8809523809523809,0.11904761904761904,0.17261904761904767,data_inferred
74,Invoker,0,554,0,11,1,566,0.0017513134851138354,0.9719789842381786,0.0017513134851138354,0.021015761821366025,0.0035026269702276708,0.9754816112084063,0.024518388791593695,0.028021015761821366,data_inferred
75,Silencer,0,1,0,22,365,388,0.002544529262086514,0.005089058524173028,0.002544529262086514,0.058524173027989825,0.9312977099236641,0.010178117048346057,0.989821882951654,0.06870229007633588,data_inferred
76,Outworld Destroyer,0,31,0,0,0,31,0.027777777777777776,0.8888888888888888,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.9444444444444444,0.05555555555555555,0.11111111111111116,data_inferred
77,Lycan,29,3,284,0,0,316,0.09345794392523364,0.012461059190031152,0.8878504672897196,0.003115264797507788,0.003115264797507788,0.9937694704049844,0.006230529595015576,0.11214953271028039,data_inferred
78,Brewmaster,0,1,401,0,1,403,0.0024509803921568627,0.004901960784313725,0.9852941176470589,0.0024509803921568627,0.004901960784313725,0.9926470588235294,0.007352941176470588,0.014705882352941124,data_inferred
79,Shadow Demon,0,1,0,622,356,979,0.0010162601626016261,0.0020325203252032522,0.0010162601626016261,0.633130081300813,0.3628048780487805,0.0040650406504065045,0.9959349593495935,0.36686991869918695,data_inferred
80,Lone Druid,57,2,2,1,0,62,0.8656716417910447,0.04477611940298507,0.04477611940298507,0.029850746268656716,0.014925373134328358,0.9552238805970149,0.04477611940298507,0.13432835820895528,data_inferred
81,Chaos Knight,108,0,3,25,2,138,0.7622377622377622,0.006993006993006993,0.027972027972027972,0.18181818181818182,0.02097902097902098,0.7972027972027972,0.2027972027972028,0.23776223776223782,data_inferred
82,Meepo,65,4,1,0,0,70,0.88,0.06666666666666667,0.02666666666666667,0.013333333333333334,0.013333333333333334,0.9733333333333333,0.02666666666666667,0.12,data_inferred
83,Treant Protector,0,0,0,26,215,241,0.0040650406504065045,0.0040650406504065045,0.0040650406504065045,0.10975609756097561,0.8780487804878049,0.012195121951219513,0.9878048780487805,0.12195121951219512,data_inferred
84,Ogre Magi,0,1,12,27,191,231,0.00423728813559322,0.00847457627118644,0.05508474576271186,0.11864406779661017,0.8135593220338984,0.06779661016949153,0.9322033898305085,0.18644067796610164,data_inferred
85,Undying,3,2,157,12,172,346,0.011396011396011397,0.008547008547008548,0.45014245014245013,0.037037037037037035,0.4928774928774929,0.4700854700854701,0.5299145299145299,0.5071225071225072,data_inferred
86,Rubick,0,33,0,373,93,499,0.001984126984126984,0.06746031746031746,0.001984126984126984,0.7420634920634921,0.1865079365079365,0.07142857142857142,0.9285714285714286,0.2579365079365079,data_inferred
87,Disruptor,0,1,0,61,684,746,0.0013315579227696406,0.002663115845539281,0.0013315579227696406,0.08255659121171771,0.9121171770972037,0.005326231691078562,0.9946737683089215,0.08788282290279625,data_inferred
88,Nyx Assassin,0,2,0,311,33,346,0.002849002849002849,0.008547008547008548,0.002849002849002849,0.8888888888888888,0.09686609686609686,0.014245014245014245,0.9857549857549857,0.11111111111111116,data_inferred
89,Naga Siren,85,0,1,68,293,447,0.1902654867256637,0.0022123893805309734,0.004424778761061947,0.15265486725663716,0.6504424778761062,0.19690265486725664,0.8030973451327433,0.3495575221238938,data_inferred
90,Keeper of the Light,0,109,3,200,62,374,0.002638522427440633,0.29023746701846964,0.010554089709762533,0.5303430079155673,0.1662269129287599,0.30343007915567277,0.6965699208443272,0.4696569920844327,data_inferred
91,Io,0,1,2,34,107,144,0.006711409395973154,0.013422818791946308,0.020134228187919462,0.2348993288590604,0.7248322147651006,0.040268456375838924,0.959731543624161,0.2751677852348994,data_inferred
92,Visage,0,1,74,0,1,76,0.012345679012345678,0.024691358024691357,0.9259259259259259,0.012345679012345678,0.024691358024691357,0.962962962962963,0.037037037037037035,0.07407407407407407,data_inferred
93,Slark,147,1,8,64,14,234,0.6192468619246861,0.008368200836820083,0.03765690376569038,0.2719665271966527,0.06276150627615062,0.6652719665271967,0.33472803347280333,0.38075313807531386,data_inferred
94,Medusa,357,2,49,5,1,414,0.8544152744630071,0.007159904534606206,0.11933174224343675,0.014319809069212411,0.00477326968973747,0.9809069212410502,0.01909307875894988,0.14558472553699287,data_inferred
95,Troll Warlord,272,0,0,0,0,272,0.9855595667870036,0.0036101083032490976,0.0036101083032490976,0.0036101083032490976,0.0036101083032490976,0.9927797833935019,0.007220216606498195,0.014440433212996373,data_inferred
96,Centaur Warrunner,0,8,924,7,2,941,0.0010570824524312897,0.009513742071881607,0.9778012684989429,0.008456659619450317,0.003171247357293869,0.9883720930232558,0.011627906976744186,0.022198731501057112,data_inferred
97,Magnus,61,70,247,44,4,426,0.14385150812064965,0.16473317865429235,0.5754060324825986,0.10440835266821345,0.01160092807424594,0.8839907192575406,0.11600928074245939,0.4245939675174014,data_inferred
98,Timbersaw,4,165,509,1,0,679,0.007309941520467836,0.24269005847953215,0.7456140350877193,0.0029239766081871343,0.0014619883040935672,0.9956140350877193,0.0043859649122807015,0.2543859649122807,data_inferred
99,Bristleback,187,34,698,1,6,926,0.20193340494092374,0.03759398496240601,0.7508055853920516,0.0021482277121374865,0.007518796992481203,0.9903329752953813,0.00966702470461869,0.24919441460794844,data_inferred
100,Tusk,0,1,0,859,549,1409,0.0007072135785007072,0.0014144271570014145,0.0007072135785007072,0.6082036775106082,0.38896746817538896,0.002828854314002829,0.9971711456859972,0.3917963224893918,data_inferred
101,Skywrath Mage,0,0,0,169,51,220,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.7555555555555555,0.2311111111111111,0.013333333333333332,0.9866666666666666,0.24444444444444446,data_inferred
102,Abaddon,478,0,171,2,37,688,0.6911976911976911,0.001443001443001443,0.2481962481962482,0.004329004329004329,0.05483405483405483,0.9408369408369408,0.05916305916305916,0.30880230880230886,data_inferred
103,Elder Titan,0,0,6,22,247,275,0.0035714285714285713,0.0035714285714285713,0.025,0.08214285714285714,0.8857142857142857,0.03214285714285715,0.9678571428571429,0.11428571428571432,data_inferred
104,Legion Commander,0,1,38,0,0,39,0.022727272727272728,0.045454545454545456,0.8863636363636364,0.022727272727272728,0.022727272727272728,0.9545454545454546,0.045454545454545456,0.11363636363636365,data_inferred
105,Techies,0,0,0,110,36,146,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.7350993377483444,0.24503311258278146,0.019867549668874173,0.9801324503311258,0.26490066225165565,data_inferred
106,Ember Spirit,6,1093,11,9,0,1119,0.006227758007117438,0.9733096085409253,0.010676156583629894,0.008896797153024912,0.0008896797153024911,0.9902135231316725,0.009786476868327404,0.026690391459074703,data_inferred
107,Earth Spirit,0,249,4,39,10,302,0.003257328990228013,0.8143322475570033,0.016286644951140065,0.13029315960912052,0.035830618892508145,0.8338762214983714,0.16612377850162868,0.18566775244299671,data_inferred
108,Underlord,20,1,503,0,0,524,0.03969754253308128,0.003780718336483932,0.9527410207939508,0.001890359168241966,0.001890359168241966,0.996219281663516,0.003780718336483932,0.047258979206049156,data_inferred
109,Terrorblade,634,0,120,21,3,778,0.8109833971902938,0.001277139208173691,0.1545338441890166,0.0280970625798212,0.005108556832694764,0.9667943805874841,0.033205619412515965,0.18901660280970622,data_inferred
110,Phoenix,0,11,82,125,693,911,0.001091703056768559,0.013100436681222707,0.0906113537117904,0.13755458515283842,0.75764192139738,0.10480349344978165,0.8951965065502183,0.24235807860262004,data_inferred
111,Oracle,0,0,0,13,139,152,0.006369426751592357,0.006369426751592357,0.006369426751592357,0.08917197452229299,0.89171974522293,0.019108280254777073,0.9808917197452229,0.10828025477707004,data_inferred
112,Winter Wyvern,0,1,1,9,54,65,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.7857142857142857,0.07142857142857142,0.9285714285714286,0.2142857142857143,data_inferred
113,Arc Warden,2,8,0,0,0,10,0.2,0.6,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.8666666666666667,0.13333333333333333,0.4,data_inferred
114,Monkey King,292,432,17,52,6,799,0.3644278606965174,0.5385572139303483,0.022388059701492536,0.06592039800995025,0.008706467661691543,0.9253731343283582,0.0746268656716418,0.4614427860696517,data_inferred
119,Dark Willow,0,0,0,709,95,804,0.0012360939431396785,0.0012360939431396785,0.0012360939431396785,0.8776266996291718,0.11866501854140915,0.0037082818294190355,0.996291718170581,0.12237330037082816,data_inferred
120,Pangolier,4,609,556,0,0,1169,0.004258943781942078,0.5195911413969335,0.4744463373083475,0.0008517887563884157,0.0008517887563884157,0.9982964224872231,0.0017035775127768314,0.4804088586030665,data_inferred
121,Grimstroke,0,2,0,135,91,228,0.004291845493562232,0.012875536480686695,0.004291845493562232,0.5836909871244635,0.3948497854077253,0.02145922746781116,0.9785407725321889,0.41630901287553645,data_inferred
123,Hoodwink,5,0,0,964,149,1118,0.005342831700801425,0.0008904719501335708,0.0008904719501335708,0.8593054318788959,0.13357079252003562,0.007123775601068567,0.9928762243989315,0.14069456812110415,data_inferred
126,Void Spirit,21,523,14,20,3,581,0.03754266211604096,0.89419795221843,0.025597269624573378,0.03583617747440273,0.006825938566552901,0.9573378839590444,0.04266211604095563,0.10580204778156999,data_inferred
128,Snapfire,0,18,2,447,210,677,0.001466275659824047,0.02785923753665689,0.004398826979472141,0.656891495601173,0.3093841642228739,0.03372434017595308,0.966275659824047,0.343108504398827,data_inferred
129,Mars,10,23,901,1,2,937,0.01167728237791932,0.025477707006369428,0.9575371549893843,0.0021231422505307855,0.0031847133757961785,0.994692144373673,0.0053078556263269645,0.0424628450106157,data_inferred
131,Ringmaster,0,0,0,380,324,704,0.0014104372355430183,0.0014104372355430183,0.0014104372355430183,0.53737658674189,0.45839210155148097,0.004231311706629055,0.995768688293371,0.46262341325810996,data_inferred
135,Dawnbreaker,25,3,513,7,18,566,0.04553415061295972,0.0070052539404553416,0.9001751313485113,0.014010507880910683,0.03327495621716287,0.9527145359019265,0.047285464098073555,0.09982486865148865,data_inferred
136,Marci,135,0,75,284,97,591,0.22818791946308725,0.0016778523489932886,0.12751677852348994,0.47818791946308725,0.1644295302013423,0.3573825503355705,0.6426174496644296,0.5218120805369127,data_inferred
137,Primal Beast,0,199,391,4,0,594,0.001669449081803005,0.333889816360601,0.654424040066778,0.008347245409015025,0.001669449081803005,0.989983305509182,0.01001669449081803,0.345575959933222,data_inferred
138,Muerta,221,5,0,558,61,845,0.2611764705882353,0.007058823529411765,0.001176470588235294,0.6576470588235294,0.07294117647058823,0.26941176470588235,0.7305882352941175,0.34235294117647064,data_inferred
145,Kez,255,19,1,0,0,275,0.9142857142857143,0.07142857142857142,0.007142857142857143,0.0035714285714285713,0.0035714285714285713,0.9928571428571428,0.007142857142857143,0.08571428571428574,data_inferred
155,Largo,0,0,173,35,35,243,0.004032258064516129,0.004032258064516129,0.7016129032258065,0.14516129032258066,0.14516129032258066,0.7096774193548387,0.2903225806451613,0.2983870967741935,data_inferred
